户型,建筑面积,朝向,楼层,装修,建筑年代,电梯,产权性质,住宅类别,建筑结构,建筑类别,区域,学校,总价,单价
3室2厅1卫,107.00平米,南北,低楼层,暂无,,,,,,,安宁,0,110,10280元/平米
3室2厅1卫,126平米,南北,低层,中装修,2005年,有 ,个人产权,普通住宅,平层,钢混,城关,1,237, 18810元/平米 
2室2厅1卫,100.80平米,南,高楼层,暂无,,,,,,,城关,0,90,8929元/平米
1室1厅1卫,48.54平米,北,高楼层,暂无,,,,,,,城关区,0,31,6386元/平米
1室1厅1卫,46.00平米,南,高楼层,暂无,,,,,,,城关,1,43,9348元/平米
2室2厅1卫,87.54平米,南,中层,毛坯,2020年,无 ,普通商品房,普通住宅,平层,板楼,七里河,0,125, 14279元/平米 
2室2厅2卫,104.24平米,南北,低层,精装修,2010年,无 ,商品房,普通住宅,平层,板楼,安宁,0,145, 13910元/平米 
3室2厅2卫,147平米,南北,高层,精装修,2014年,有 ,商品房,普通住宅,,板楼,城关,1,240, 16327元/平米 
1室1厅1卫,45平米,南,低层,暂无,,无 ,个人产权,,平层,,城关,0,53.5, 11889元/平米 
2室2厅1卫,87.00平米,南北,高楼层,暂无,,,,,,,榆中,0,48,5517元/平米
2室2厅1卫,87.00平米,南北,低楼层,暂无,,,,,,,榆中,0,45,5172元/平米
2室2厅1卫,76平米,南,中层,精装修,2000年,有 ,商品房,普通住宅,,板楼,城关,0,113, 14868元/平米 
3室2厅2卫,120.00平米,南北,低楼层,暂无,,,,,,,西固,0,125,10417元/平米
1室1厅1卫,70平米,南,高层,毛坯,2019年,有 ,个人产权,普通住宅,平层,塔板结合,永登,0,45, 6429元/平米 
3室2厅1卫,95.00平米,南北,中楼层,暂无,,,,,,,七里河,0,90,9474元/平米
2室1厅1卫,80平米,南北,低层,简装修,2004年,无 ,个人产权,普通住宅,,,城关,0,88, 11000元/平米 
2室2厅2卫,94平米,南北,中层,中装修,2003年,无 ,个人产权,普通住宅,平层,钢混,城关,0,99, 10532元/平米 
3室2厅1卫,99.1平米,东南,低层,精装修,2011年,有 ,商品房,普通住宅,,板楼,七里河,1,166, 16751元/平米 
2室2厅1卫,70.00平米,南北,高楼层,暂无,,,,,,,七里河,1,76,10857元/平米
3室2厅2卫,137.99平米,南北,高层,毛坯,2017年,无 ,个人产权,普通住宅,平层,钢混,七里河,0,200, 14494元/平米 
3室2厅1卫,103平米,南北,中层,毛坯,2020年,有 ,商品房,,,板楼,七里河,0,126, 12233元/平米 
2室2厅1卫,96.58平米,南北,高层,暂无,2004年,无 ,商品房,普通住宅,平层,板楼,安宁,0,99.7, 10323元/平米 
2室2厅1卫,119平米,南北,低层,中装修,2008年,无 ,个人产权,普通住宅,平层,钢混,城关,1,133, 11176元/平米 
3室2厅2卫,141平米,南北,高层,中装修,2004年,无 ,个人产权,普通住宅,平层,板楼,城关,1,270, 19149元/平米 
2室1厅1卫,95平米,南,低层,毛坯,2016年,无 ,个人产权,普通住宅,平层,,城关,1,119, 12526元/平米 
3室2厅1卫,107.00平米,南北,低楼层,暂无,,,,,,,安宁,0,119,11121元/平米
3室2厅2卫,145.6平米,南北,中层,简装修,2011年,有 ,商品房,普通住宅,,板楼,七里河,1,241, 16552元/平米 
2室2厅1卫,110平米,南北,高层,精装修,2007年,有 ,商品房,普通住宅,,板楼,城关,1,126, 11455元/平米 
2室2厅1卫,90平米,东西,中层,精装修,2000年,无 ,个人产权,普通住宅,平层,,城关,0,138, 15333元/平米 
2室2厅1卫,84.32平米,南北,中层,简装修,2005年,有 ,商品房,,,板楼,七里河,1,84.3, 9998元/平米 
3室2厅1卫,144.00平米,南北,中楼层,暂无,,,,,,,城关,1,146,10139元/平米
3室2厅2卫,156.92平米,南北,中层,精装修,2014年,有 ,商品房,普通住宅,平层,板楼,城关,1,261.8, 16684元/平米 
3室2厅2卫,142平米,南北,中层,精装修,2017年,有 ,个人产权,商住楼,平层,钢混,城关,0,142, 10000元/平米 
3室2厅1卫,106平米,南北,中层,精装修,2020年,有 ,个人产权,普通住宅,平层,塔板结合,七里河,0,103, 9717元/平米 
3室2厅1卫,126平米,南北,低层,精装修,2005年,无 ,个人产权,普通住宅,平层,钢混,城关,1,237, 18810元/平米 
3室2厅2卫,108.99平米,南北,高层,精装修,2019年,有 ,商品房,普通住宅,平层,板楼,安宁,0,79, 7248元/平米 
3室2厅2卫,155.19平米,南北,低层,简装修,2009年,有 ,商品房,,,板楼,城关,1,245, 15787元/平米 
3室2厅2卫,141.16平米,南北,高层,精装修,2004年,有 ,商品房,普通住宅,平层,板楼,城关,1,270, 19127元/平米 
3室2厅1卫,107平米,南北,中层,精装修,,有 ,个人产权,普通住宅,平层,板楼,安宁,0,117, 10935元/平米 
3室2厅2卫,130平米,南北,中层,精装修,2021年,有 ,个人产权,普通住宅,平层,板楼,七里河,0,150, 11538元/平米 
1室2厅1卫,65.44平米,东南,中层,毛坯,2018年,有 ,商品房,普通住宅,平层,板楼,城关,1,92, 14059元/平米 
2室2厅1卫,101.39平米,南北,低层,精装修,2010年,有 ,个人产权,普通住宅,平层,钢混,城关,1,125, 12329元/平米 
2室2厅1卫,100.5平米,东南,中层,简装修,2013年,有 ,商品房,,,板楼,七里河,1,168, 16716元/平米 
2室2厅1卫,106.54平米,南,低层,简装修,2010年,有 ,个人产权,普通住宅,平层,板楼,安宁,0,138, 12953元/平米 
3室2厅1卫,95平米,南北,低层,毛坯,2016年,有 ,商品房,普通住宅,平层,板楼,西固,0,124, 13053元/平米 
2室2厅1卫,114.88平米,南北,中层,精装修,2009年,有 ,商品房,普通住宅,,板楼,七里河,1,103, 8966元/平米 
8室3厅4卫,253平米,南北,高层,毛坯,2012年,有 ,商品房,普通住宅,复式,板楼,安宁,0,386, 15257元/平米 
2室2厅1卫,95平米,南北,低层,精装修,2004年,无 ,个人产权,普通住宅,平层,砖混,城关,1,119, 12526元/平米 
2室2厅1卫,51平米,东西,中层,简装修,2004年,无 ,商品房,,,板楼,七里河,1,52, 10196元/平米 
2室2厅1卫,93.63平米,东南,高层,毛坯,2012年,有 ,商品房,普通住宅,,板楼,七里河,1,158.5, 16928元/平米 
6室3厅5卫,271平米,南,低层,毛坯,2010年,,,,,,城关,0,510, 18819元/平米 
2室2厅1卫,87.85平米,南北,中层,简装修,2012年,有 ,个人产权,普通住宅,平层,板楼,城关,0,115, 13090元/平米 
2室0厅1卫,57平米,东南,中层,简装修,,无 ,个人产权,普通住宅,平层,砖混,城关,1,76, 13333元/平米 
2室2厅1卫,80.00平米,南北,高楼层,暂无,,,,,,,西固,0,84,10500元/平米
2室1厅1卫,105平米,南,低层,暂无,1999年,无 ,个人产权,普通住宅,,,城关,0,115, 10952元/平米 
2室1厅1卫,93平米,南,低层,精装修,2015年,有 ,商品房,普通住宅,开间,板楼,安宁,0,125, 13441元/平米 
3室2厅2卫,162.15平米,南,低楼层,暂无,,,,,,,城关,1,176,10854元/平米
2室2厅2卫,126平米,南北,中层,精装修,2004年,有 ,商品房,普通住宅,平层,板楼,城关,1,176, 13968元/平米 
2室2厅1卫,109.97平米,东南,中层,精装修,2008年,有 ,商品房,普通住宅,平层,钢混,城关,1,130, 11821元/平米 
3室2厅2卫,124.00平米,南北,中楼层,暂无,,,,,,,榆中,0,70,5645元/平米
3室2厅2卫,112.00平米,南北,高楼层,暂无,,,,,,,榆中,0,57,5089元/平米
3室2厅2卫,127平米,南北,高层,简装修,,无 ,商品房,普通住宅,,,城关,0,235, 18504元/平米 
2室1厅1卫,95平米,西北,低层,精装修,2013年,有 ,商品房,,,板楼,七里河,1,165, 17368元/平米 
3室2厅1卫,107.00平米,南北,中楼层,暂无,,,,,,,安宁,0,129,12056元/平米
3室2厅1卫,107.00平米,南北,低楼层,暂无,,,,,,,安宁,0,122,11402元/平米
2室1厅1卫,66.93平米,南北,高层,简装修,2001年,无 ,个人产权,普通住宅,平层,钢混,城关,0,85, 12700元/平米 
3室2厅1卫,107.37平米,南北,高层,精装修,2002年,无 ,个人产权,普通住宅,平层,钢混,城关,1,126, 11735元/平米 
3室2厅2卫,127.00平米,南北,低楼层,暂无,,,,,,,城关,0,139,10945元/平米
6室3厅3卫,271平米,南,低层,简装修,2010年,,,,,,城关,0,540, 19926元/平米 
2室0厅1卫,57.3平米,东南,中层,简装修,2010年,无 ,个人产权,普通住宅,平层,钢混,城关,1,73.5, 12827元/平米 
3室2厅1卫,106.00平米,南北,低楼层,暂无,,,,,,,城关,0,115,10849元/平米
2室2厅1卫,82.65平米,南,高层,暂无,,无 ,商品房,普通住宅,,,七里河,0,110, 13309元/平米 
2室2厅1卫,70平米,东,低层,精装修,2000年,有 ,个人产权,普通住宅,平层,钢混,城关,0,83.8, 11971元/平米 
3室2厅2卫,134平米,南北,高层,毛坯,,无 ,商品房,普通住宅,平层,钢混,榆中,0,87, 6493元/平米 
3室2厅1卫,104.00平米,南,中楼层,暂无,2010-06-30年,,,,,,城关,0,105,10096元/平米
2室2厅1卫,101平米,南北,中层,毛坯,2010年,无 ,个人产权,普通住宅,平层,板楼,城关,1,129, 12772元/平米 
3室2厅1卫,103.00平米,南,中楼层,暂无,,,,,,,安宁,0,75,7282元/平米
4室2厅2卫,194平米,南北,高层,中装修,2005年,无 ,个人产权,普通住宅,复式,板楼,城关,1,196, 10103元/平米 
2室2厅1卫,120.1平米,西,低层,精装修,2006年,有 ,商品房,普通住宅,,板楼,七里河,1,175, 14571元/平米 
3室2厅2卫,118.00平米,南北,低楼层,暂无,,,,,,,榆中,0,69,5847元/平米
3室2厅1卫,107.5平米,东,中层,精装修,2000年,无 ,商品房,,,板楼,城关,1,124, 11535元/平米 
3室1厅1卫,80平米,南北,高层,简装修,2000年,无 ,商品房,普通住宅,开间,砖混,城关,0,108, 13500元/平米 
2室1厅1卫,65.99平米,北,低层,精装修,2008年,有 ,个人产权,普通住宅,平层,塔板结合,城关,1,75, 11365元/平米 
4室2厅2卫,154平米,东南,低层,简装修,2015年,有 ,商品房,普通住宅,平层,板楼,城关,1,360, 23377元/平米 
3室2厅1卫,93.00平米,南北,中楼层,暂无,,,,,,,城关,0,95,10215元/平米
2室2厅1卫,110平米,西北,中层,简装修,2008年,有 ,商品房,,,板楼,城关,1,129, 11727元/平米 
3室2厅2卫,115平米,南北,中层,精装修,2015年,有 ,个人产权,普通住宅,平层,板楼,安宁,0,142, 12348元/平米 
2室1厅1卫,62.87平米,南北,低层,简装修,1990年,无 ,商品房,普通住宅,,板楼,城关,1,92, 14633元/平米 
2室2厅1卫,107.05平米,南,低层,精装修,2010年,有 ,商品房,普通住宅,,板楼,安宁,0,145, 13545元/平米 
2室2厅1卫,99.04平米,南北,中层,中装修,2012年,无 ,商品房,普通住宅,,板楼,城关,1,178, 17973元/平米 
2室2厅1卫,128.5平米,南北,低层,精装修,2006年,有 ,商品房,,,板楼,城关,0,195.4, 15206元/平米 
1室1厅1卫,49.87平米,西,低层,精装修,2003年,无 ,个人产权,普通住宅,平层,塔楼,西固,1,52, 10427元/平米 
2室2厅1卫,101.62平米,南,高层,精装修,2012年,有 ,商品房,普通住宅,,板楼,安宁,0,137.9, 13570元/平米 
2室2厅1卫,76平米,南北,高层,简装修,2003年,无 ,商品房,普通住宅,平层,板楼,城关,1,78, 10263元/平米 
3室2厅1卫,110平米,南北,中层,毛坯,2002年,有 ,商品房,普通住宅,平层,,榆中,0,60, 5455元/平米 
3室2厅2卫,143平米,南北,低层,精装修,2015年,有 ,商品房,普通住宅,平层,板楼,城关,0,190, 13287元/平米 
2室1厅1卫,55平米,南,高层,简装修,2010年,有 ,个人产权,普通住宅,开间,钢混,西固,0,53.5, 9727元/平米 
4室2厅1卫,200平米,南北,低层,毛坯,2022年,有 ,个人产权,普通住宅,复式,塔板结合,城关,0,310, 15500元/平米 
1室2厅1卫,54.2平米,南北,低层,精装修,1998年,无 ,商品房,,,板楼,七里河,0,52, 9594元/平米 
3室2厅2卫,160平米,南北,高层,中装修,2004年,有 ,个人产权,普通住宅,平层,钢混,城关,1,195, 12188元/平米 
2室2厅1卫,101.93平米,东西,高层,简装修,2005年,有 ,商品房,普通住宅,,板楼,七里河,1,158.2, 15520元/平米 
2室1厅1卫,44.8平米,西,高层,简装修,2003年,无 ,商品房,普通住宅,平层,板楼,城关,0,53.97, 12047元/平米 
3室2厅1卫,107.00平米,南北,低楼层,暂无,,,,,,,安宁,0,114,10654元/平米
3室1厅1卫,99平米,南北,中层,精装修,2019年,有 ,商品房,普通住宅,平层,钢混,榆中,0,50, 5051元/平米 
4室2厅2卫,208平米,南北,低层,简装修,2013年,有 ,商品房,普通住宅,,板楼,七里河,1,390, 18750元/平米 
1室1厅1卫,52平米,南北,高层,简装修,2005年,有 ,个人产权,普通住宅,平层,板楼,城关,1,62, 11923元/平米 
2室2厅1卫,123.45平米,南北,高层,精装修,2005年,有 ,商品房,普通住宅,平层,钢混,城关,1,275, 22276元/平米 
2室2厅1卫,110.00平米,东西,高楼层,暂无,,,,,,,城关,1,116,10545元/平米
3室2厅2卫,117.00平米,南北,低楼层,暂无,,,,,,,榆中,0,66,5641元/平米
3室2厅1卫,139.98平米,南北,高层,精装修,2000年,有 ,商品房,普通住宅,,板楼,七里河,1,148.8, 10630元/平米 
2室1厅1卫,58.74平米,南北,中层,精装修,1998年,无 ,商品房,普通住宅,平层,板楼,安宁,0,65, 11066元/平米 
3室2厅2卫,158平米,南北,中层,精装修,2003年,有 ,个人产权,普通住宅,平层,钢混,城关,1,320, 20253元/平米 
2室0厅1卫,50平米,南北,高层,毛坯,2004年,无 ,个人产权,普通住宅,平层,砖混,城关,1,52, 10400元/平米 
2室1厅1卫,58平米,东,低层,精装修,2000年,有 ,经济适用房,,平层,,城关,1,78, 13448元/平米 
2室2厅1卫,90.00平米,南北,高楼层,暂无,,,,,,,城关,0,98,10889元/平米
2室1厅1卫,73.08平米,东南,中层,简装修,2003年,有 ,商品房,,,板楼,七里河,1,128, 17515元/平米 
2室2厅1卫,90平米,南,高层,精装修,2015年,有 ,商品房,普通住宅,,板楼,安宁,0,135, 15000元/平米 
2室2厅1卫,108平米,东南,低层,毛坯,2016年,有 ,商品房,普通住宅,,板楼,安宁,0,169, 15648元/平米 
2室2厅1卫,91.21平米,南北,高层,毛坯,2016年,有 ,经济适用房,普通住宅,,钢混,七里河,0,78, 8552元/平米 
2室2厅1卫,96.6平米,南北,高层,简装修,2004年,有 ,商品房,普通住宅,,板楼,城关,1,98.5, 10197元/平米 
1室1厅1卫,47.61平米,南北,高层,暂无,1995年,无 ,商品房,普通住宅,平层,板楼,城关,0,43, 9032元/平米 
3室2厅2卫,124.00平米,南,中楼层,暂无,,,,,,,榆中,0,66,5323元/平米
3室2厅2卫,124平米,南北,高层,精装修,2008年,有 ,商品房,普通住宅,平层,板楼,城关,1,155, 12500元/平米 
2室2厅1卫,65平米,西南,中层,简装修,2000年,有 ,商品房,普通住宅,,板楼,城关,0,73, 11231元/平米 
3室2厅2卫,128.08平米,南北,中层,精装修,,有 ,个人产权,普通住宅,平层,塔楼,城关,0,218, 17021元/平米 
3室2厅1卫,113.98平米,南北,中层,简装修,2015年,有 ,商品房,,,板楼,七里河,1,105, 9212元/平米 
2室1厅1卫,49.3平米,南北,中层,简装修,1998年,无 ,个人产权,普通住宅,平层,砖混,安宁,0,49.9, 10122元/平米 
2室2厅1卫,104平米,南北,高层,中装修,2010年,无 ,商品房,普通住宅,,板楼,城关,0,200, 19231元/平米 
1室1厅1卫,44平米,南北,高层,简装修,2017年,有 ,个人产权,普通住宅,平层,板楼,城关,0,45, 10227元/平米 
2室1厅1卫,67平米,东西,中层,简装修,2005年,有 ,商品房,,,板楼,七里河,0,86, 12836元/平米 
2室1厅1卫,55.88平米,西南,高层,简装修,2005年,有 ,商品房,,,板楼,七里河,1,65, 11632元/平米 
2室1厅1卫,90.59平米,南,低层,精装修,2010年,有 ,商品房,普通住宅,,板楼,安宁,0,134, 14792元/平米 
2室1厅1卫,85平米,南北,高层,精装修,2000年,无 ,个人产权,普通住宅,平层,,城关,0,76, 8941元/平米 
2室1厅1卫,66.1平米,南北,高层,简装修,2002年,无 ,商品房,普通住宅,,板楼,七里河,1,68, 10287元/平米 
2室2厅1卫,83.53平米,南,高层,简装修,2013年,有 ,商品房,普通住宅,,板楼,安宁,0,118, 14127元/平米 
3室2厅2卫,120.00平米,南北,低楼层,暂无,,,,,,,榆中,0,58,4833元/平米
1室1厅1卫,45.6平米,北,中层,中装修,2008年,有 ,个人产权,普通住宅,平层,板楼,城关,0,83.8, 18377元/平米 
2室1厅1卫,75平米,南北,低层,精装修,,有 ,个人产权,普通住宅,平层,板楼,城关,0,70, 9333元/平米 
2室2厅1卫,80平米,南北,低层,简装修,2003年,无 ,个人产权,普通住宅,平层,,城关,1,110, 13750元/平米 
2室2厅1卫,110.00平米,南北,中楼层,暂无,,,,,,,七里河,0,120,10909元/平米
3室2厅1卫,107.00平米,南北,低楼层,暂无,,,,,,,安宁,0,100,9346元/平米
3室2厅2卫,134平米,东,中层,精装修,2006年,有 ,个人产权,普通住宅,平层,板楼,城关,1,196, 14627元/平米 
3室2厅2卫,116.07平米,南北,中层,中装修,2015年,有 ,商品房,普通住宅,,板楼,安宁,0,143, 12320元/平米 
1室2厅1卫,55.87平米,南北,低楼层,暂无,,,,,,,七里河,0,35,6265元/平米
2室2厅1卫,105.99平米,南,中层,精装修,2010年,有 ,个人产权,普通住宅,平层,钢混,城关,1,136, 12831元/平米 
2室2厅1卫,91平米,南北,中层,中装修,1998年,无 ,房改房,普通住宅,平层,板楼,安宁,0,102, 11209元/平米 
2室2厅1卫,120平米,东西,高层,简装修,2003年,无 ,商品房,普通住宅,平层,板楼,城关,0,136, 11333元/平米 
2室2厅1卫,81.08平米,南北,高层,简装修,2000年,有 ,个人产权,普通住宅,平层,塔板结合,七里河,1,92, 11347元/平米 
3室2厅2卫,177平米,南北,高层,精装修,2010年,有 ,商品房,普通住宅,平层,板楼,城关,1,455, 25706元/平米 
2室1厅1卫,74平米,西,低层,精装修,2013年,有 ,商品房,普通住宅,,板楼,安宁,0,109.9, 14851元/平米 
1室0厅1卫,40.89平米,北,低层,精装修,2010年,有 ,商品房,普通住宅,,板楼,七里河,1,54.6, 13353元/平米 
2室1厅1卫,94.76平米,西南,中层,精装修,2013年,有 ,商品房,普通住宅,跃层,塔楼,城关,0,137, 14458元/平米 
3室1厅1卫,99.83平米,东西,中层,精装修,2010年,有 ,商品房,普通住宅,平层,钢混,七里河,0,138, 13823元/平米 
2室1厅1卫,66平米,东北,高层,精装修,2010年,有 ,商品房,普通住宅,,板楼,城关,1,84, 12727元/平米 
2室1厅1卫,62.8平米,南北,高层,精装修,1998年,无 ,个人产权,普通住宅,平层,,七里河,1,82, 13057元/平米 
3室2厅2卫,120平米,南,中层,毛坯,2020年,有 ,个人产权,普通住宅,平层,板楼,七里河,0,138, 11500元/平米 
3室2厅1卫,154.47平米,南,低层,简装修,2011年,有 ,商品房,普通住宅,平层,钢混,安宁,1,153, 9905元/平米 
3室2厅1卫,94平米,南北,低层,精装修,2020年,有 ,商品房,普通住宅,平层,,榆中,0,70, 7447元/平米 
3室2厅2卫,155.51平米,南北,中层,简装修,2004年,有 ,商品房,,,板楼,七里河,1,129, 8295元/平米 
2室2厅1卫,99.11平米,南,高层,精装修,2012年,有 ,商品房,,,板楼,城关,1,166, 16749元/平米 
3室2厅2卫,152平米,南北,中层,中装修,2008年,有 ,商品房,普通住宅,平层,,安宁,1,260, 17105元/平米 
3室2厅2卫,145.9平米,南北,高层,精装修,2005年,有 ,经济适用房,普通住宅,,板楼,城关,1,210, 14393元/平米 
3室2厅2卫,145平米,南北,低层,简装修,2004年,有 ,商品房,,,板楼,城关,0,265, 18276元/平米 
5室2厅2卫,214平米,南北,高层,精装修,2005年,无 ,商品房,普通住宅,复式,板楼,城关,0,283, 13224元/平米 
2室2厅1卫,100平米,西,中层,简装修,2008年,无 ,个人产权,普通住宅,平层,钢混,城关,1,170, 17000元/平米 
3室2厅2卫,131.00平米,南北,低楼层,暂无,,,,,,,安宁,0,145,11069元/平米
2室2厅1卫,94平米,南北,低层,精装修,2014年,有 ,商品房,,,板楼,安宁,0,138, 14681元/平米 
3室2厅2卫,114.75平米,南北,中楼层,暂无,,,,,,,安宁,0,89,7756元/平米
3室2厅2卫,123.00平米,南北,高楼层,暂无,,,,,,,榆中,0,69,5610元/平米
2室2厅1卫,79.86平米,东西,低层,简装修,2002年,有 ,商品房,普通住宅,,板楼,七里河,0,104, 13023元/平米 
3室2厅2卫,124.81平米,西北,高层,简装修,2005年,有 ,个人产权,普通住宅,平层,板楼,七里河,0,124.8, 9999元/平米 
2室2厅1卫,107.24平米,南,低层,精装修,2008年,有 ,商品房,普通住宅,,板楼,七里河,1,160, 14920元/平米 
3室2厅2卫,127.00平米,南北,中楼层,暂无,,,,,,,七里河,0,180,14173元/平米
2室2厅1卫,95.3平米,西,低层,精装修,2008年,有 ,商品房,经济适用房,平层,,城关,0,195, 20462元/平米 
3室2厅2卫,110.00平米,南北,低楼层,暂无,,,,,,,永登,0,58,5273元/平米
暂无,98.28平米,南北,高层,中装修,2012年,无 ,商品房,普通住宅,,板楼,城关,1,177, 18010元/平米 
3室2厅2卫,122平米,南北,高层,毛坯,2018年,有 ,个人产权,普通住宅,平层,板楼,城关,0,117, 9590元/平米 
3室2厅2卫,126平米,南北,中层,毛坯,2000年,有 ,商品房,,,板楼,七里河,0,170, 13492元/平米 
2室2厅1卫,109.64平米,南北,中层,简装修,2003年,无 ,商品房,普通住宅,平层,钢混,城关,1,140, 12769元/平米 
1室1厅1卫,31平米,南,高层,简装修,,无 ,经济适用房,经济适用房,平层,,安宁,0,45, 14516元/平米 
2室1厅1卫,78平米,南北,高层,简装修,,无 ,个人产权,普通住宅,平层,砖混,七里河,1,58.5, 7500元/平米 
3室2厅2卫,111.4平米,南北,低层,精装修,2005年,无 ,商品房,普通住宅,平层,板楼,城关,0,198, 17774元/平米 
2室1厅1卫,63.15平米,东西,中层,中装修,2002年,有 ,个人产权,普通住宅,平层,板楼,城关,1,68, 10768元/平米 
3室2厅1卫,103平米,南北,高层,精装修,2008年,有 ,个人产权,普通住宅,平层,钢混,西固,1,103, 10000元/平米 
1室0厅1卫,64.8平米,西,低层,暂无,2012年,有 ,个人产权,普通住宅,平层,板楼,城关,1,96, 14815元/平米 
2室1厅1卫,84.00平米,南,高楼层,暂无,,,,,,,城关,0,95,11310元/平米
2室2厅2卫,104.65平米,南,低层,简装修,2010年,有 ,商品房,,,板楼,安宁,0,145, 13856元/平米 
1室1厅1卫,58.5平米,南,高层,简装修,2000年,无 ,个人产权,普通住宅,开间,钢混,七里河,1,73, 12479元/平米 
2室1厅1卫,66.00平米,东西,高楼层,暂无,,,,,,,七里河区,0,55,8333元/平米
4室3厅2卫,213平米,南北,低层,精装修,,有 ,个人产权,普通住宅,平层,钢混,城关,1,206, 9671元/平米 
2室2厅1卫,109.02平米,东北,中层,精装修,2005年,有 ,商品房,普通住宅,平层,钢混,城关,0,145, 13300元/平米 
2室1厅1卫,55平米,东西,高层,简装修,2001年,无 ,商品房,普通住宅,平层,板楼,城关,1,102, 18545元/平米 
2室2厅1卫,93.3平米,东北,中层,精装修,2012年,有 ,商品房,普通住宅,平层,板楼,城关,1,130, 13934元/平米 
3室2厅1卫,130平米,东,高层,精装修,2006年,有 ,商品房,,,板楼,城关,1,230, 17692元/平米 
2室2厅2卫,93.56平米,南北,高层,精装修,2004年,无 ,商品房,,,板楼,城关,1,118, 12612元/平米 
2室2厅1卫,95平米,南北,低层,毛坯,2016年,有 ,商品房,普通住宅,平层,塔板结合,城关,1,114, 12000元/平米 
5室3厅4卫,264平米,南北,高层,毛坯,2020年,无 ,商品房,,,板楼,安宁,0,260, 9848元/平米 
2室2厅1卫,105平米,东西,中层,简装修,2003年,有 ,商品房,普通住宅,,板楼,城关,1,126, 12000元/平米 
2室2厅1卫,114.88平米,南北,中层,简装修,2004年,有 ,商品房,普通住宅,,板楼,七里河,1,103, 8966元/平米 
1室1厅1卫,49平米,东,低层,精装修,2010年,有 ,个人产权,普通住宅,平层,钢混,西固,0,47, 9592元/平米 
3室2厅2卫,112.00平米,南北,中楼层,暂无,,,,,,,榆中,0,63,5625元/平米
2室2厅1卫,120.00平米,东西,中楼层,暂无,,,,,,,城关,0,117,9750元/平米
2室1厅1卫,81.1平米,东,低层,精装修,2002年,有 ,商品房,普通住宅,,板楼,七里河,1,95, 11714元/平米 
2室1厅1卫,75平米,东南,中层,简装修,1998年,有 ,个人产权,普通住宅,平层,板楼,七里河,0,67, 8933元/平米 
3室2厅2卫,146.52平米,南北,低层,精装修,2011年,有 ,商品房,普通住宅,,板楼,安宁,0,226, 15425元/平米 
3室2厅1卫,113.33平米,南北,中层,毛坯,2014年,有 ,商品房,,,板楼,城关,0,113, 9971元/平米 
2室1厅1卫,65平米,西南,中层,简装修,2000年,无 ,个人产权,普通住宅,平层,钢混,城关,0,72, 11077元/平米 
4室2厅2卫,138.00平米,南北,中楼层,暂无,,,,,,,榆中,0,79,5725元/平米
2室2厅1卫,90.00平米,南,中楼层,暂无,,,,,,,西固,0,108,12000元/平米
2室1厅1卫,73.46平米,东南,中层,简装修,2004年,有 ,商品房,普通住宅,,板楼,城关,1,86.5, 11775元/平米 
2室1厅1卫,61.41平米,西北,低楼层,暂无,,,,,,,七里河,1,105,17098元/平米
3室2厅1卫,99.07平米,南北,高层,精装修,2006年,无 ,商品房,普通住宅,平层,板楼,城关,0,128, 12920元/平米 
2室2厅2卫,116.88平米,东南,低层,精装修,2014年,有 ,商品房,普通住宅,平层,板楼,城关,1,178, 15229元/平米 
2室1厅1卫,85.96平米,西北,低层,简装修,2005年,有 ,商品房,普通住宅,,板楼,七里河,1,122.6, 14262元/平米 
2室2厅1卫,100平米,东西,低层,精装修,2001年,无 ,商品房,,,板楼,城关,1,108, 10800元/平米 
3室2厅2卫,110平米,南北,高层,精装修,2005年,有 ,经济适用房,普通住宅,平层,板楼,城关,1,257, 23364元/平米 
3室2厅2卫,150平米,南北,高层,精装修,2008年,有 ,商品房,普通住宅,平层,板楼,城关,1,312, 20800元/平米 
2室1厅1卫,59.2平米,南北,高层,精装修,1999年,有 ,商品房,,,板楼,七里河,0,83, 14020元/平米 
2室2厅1卫,86.04平米,南,中楼层,暂无,,,,,,,城关,0,94,10925元/平米
1室1厅1卫,51.44平米,东,高层,精装修,2013年,有 ,商品房,,,板楼,七里河,1,86, 16719元/平米 
2室1厅1卫,80.00平米,东西,中楼层,暂无,,,,,,,七里河区,0,60,7500元/平米
2室2厅1卫,97平米,南,高层,精装修,2016年,有 ,个人产权,普通住宅,平层,板楼,西固,0,122, 12577元/平米 
暂无,149平米,南北,中层,精装修,2020年,有 ,商品房,,,板楼,安宁,0,240, 16107元/平米 
3室2厅2卫,127.31平米,南北,高楼层,暂无,,,,,,,城关,0,136,10683元/平米
1室1厅1卫,47平米,南北,高层,中装修,1998年,无 ,商品房,普通住宅,平层,砖混,城关,1,67, 14255元/平米 
2室2厅1卫,84.5平米,东西,低层,简装修,2003年,有 ,商品房,,,板楼,七里河,1,98, 11598元/平米 
3室2厅1卫,107.00平米,南北,低楼层,暂无,,,,,,,安宁,0,100,9346元/平米
3室2厅2卫,117.00平米,南北,低楼层,暂无,,,,,,,七里河,1,102,8718元/平米
2室2厅1卫,105.14平米,南北,低层,简装修,2004年,无 ,个人产权,普通住宅,平层,砖混,七里河,0,103, 9796元/平米 
2室2厅1卫,93.69平米,东南,低楼层,暂无,,,,,,,西固,1,98,10460元/平米
3室2厅1卫,98平米,南北,中层,毛坯,2020年,有 ,商品房,普通住宅,平层,板楼,七里河,0,100, 10204元/平米 
